country_idx,safety_title,created_at,safety_content
35,"칠레, 발파라이소(Valparaiso)지역 대형산불 발생",2024-02-05,"○ 2024.2.2(금) 오후 페뉴엘라(Penuela) 호수 국립보호구역 내에서 발생한 산불이 인근지역으로 확대되어 현재 해당 지역 내 국가재난비상사태가 선포가 된 상황입니다.○ 화재 진압이 완료되기 전까지 칠레에 거주하시는 우리국민 및 여행객분들께서는 발파라이소(Valparaiso) 및 비냐델마르(Vina del Mar) 지역 방문을 자제하여 주시기 바랍니다.☞ 주칠레대한민국대사관- 대표번호(근무시간 중) :  +56-2-2729-3999- 긴급연락처(사건사고 등 긴급상황 발생 시, 24시간) : +56-9-7430-4546☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 스페인어 통역 서비스도 무료로 이용 가능"
미지정,기존 8개국 및 6개 지역에 대한 여행금지 지정 6개월 연장,2024-02-01,"□ 정부는 여권정책협의회 여권사용정책분과협의회 심의 및 의결을 거쳐 2024.1.31.까지 여행이 금지되어 있는 8개 국가 및 6개 지역*에 대한 여행금지 지정 기간을 2024년 7월 31일까지 6개월 연장하기로 결정하였다.* (8개 국가)  ①소말리아, ②아프가니스탄, ③이라크, ④예멘, ⑤시리아, ⑥리비아, ⑦우크라이나, ⑧수단(6개 지역) ① 필리핀 일부지역 (잠보앙가 반도, 술루·바실란·타위타위 군도)② 러시아 일부지역 (로스토프, 벨고로드, 보로네시, 쿠르스크, 브랸스크 지역  내 우크라이나 국경에서 30km 구간)③ 벨라루스 일부지역 (브레스트, 고멜 지역 내 우크라이나 국경에서 30km 구간)④ 아르메니아-아제르바이잔 접경지역 (아제르바이잔 접경 30km 구간, 아르메니아 접경 5km 구간 / 아르츠바셴 및 나흐치반 아르메니아 접경 지역 제외)⑤ 팔레스타인 가자지구⑥ 미얀마 일부지역 (샨주 북부·동부, 까야주)□ 정부는 상기 국가·지역의 △정세 및 치안 불안, △테러 위험 등이 여전하고, 당분간 지속될 가능성이 높아 우리 국민 보호를 위해서는 방문·체류를 계속해서 제한할 필요가 있다고 판단하였다.* 여행금지국가·지역 지정 근거 : 「여권법」제17조- 외교부장관은 천재지변ㆍ전쟁ㆍ내란ㆍ폭동ㆍ테러 등 대통령령으로 정하는 국외 위난상황으로 인하여 국민의 생명ㆍ신체나 재산을 보호하기 위하여 국민이 특정 국가나 지역을 방문하거나 체류하는 것을 중지시키는 것이 필요하다고 인정하는 때에는 기간을 정하여 해당 국가나 지역에서의 여권의 사용을 제한하거나 방문ㆍ체류를 금지할 수 있다.□ 정부는 앞으로도 이들 여행금지 국가ㆍ지역들에 대한 현지 상황 변화 등을 지속 예의주시해 나갈 예정이다."
35,칠레 북부 산페드로 데 아타카마 사막 내 들개 주의,2024-01-18,"○ 최근 북부 산페드로 데 아타카마 사막에서 유기견들의 들개화 현상에 따른 인명피해가 발생하고 있습니다.○ 이에 따라 칠레 정부 역시 해결방안 마련을 위해 노력하고 있으나 각종단체의 주장이(안락사, 중성화 수술, 소유자에 대한 교육 및 단속강화 등) 상이하여 즉각적인 방안을 제시하지 못하고 있습니다.○ 이에 아타카마 사막을 방문하시는 우리 여행객들은 아래 내용을 참고하여 주의를 기울여 주시기 바랍니다.[들개를 마주쳤을 때 대처법]- 얼굴을 살짝 돌리며 뒤로 천천히 물러선 뒤 접이식 우산을 펴거나 가방이나 신발 등을 다른 방향으로 던져 개의 시선을 분산[넘어졌을 경우]-치명상을 입을 가능성이 큰 머리와 목을 먼저 보호[물린 경우]- 작은 상처라도 광견병과 파상풍을 비롯한 각종 감염증의 우려가 큰 만큼 반드시 병원을 찾아 즉시 치료○ 가장 우선시 되어야 하는 것은 아타카마 시내 방문 시 인적이 드문 곳은 접근을 하지 마시고 투어 중에도 그룹에서 떨어져 다니지 않도록 주의하는 것입니다.☞ 주칠레대한민국대사관- 대표번호(근무시간 중) :  +56-2-2729-3999- 긴급연락처(사건사고 등 긴급상황 발생 시, 24시간) : +56-9-7430-4546☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 스페인어 통역 서비스도 무료로 이용 가능"
25,콜롬비아 및 페루로부터의 육로 입국 외국인(체류비자 소지자 제외) 대상 범죄경력증명서(아포스티유 및 스페인어 번역 공증 필요) 제출 의무화,2024-01-16,"﻿○ 에콰도르 정부는 지난 1.8.(월) 선포한 국가비상사태 관련 후속 조치로 1.13.(토)부터 콜롬비아나 페루로부터 육로를 통해 에콰도르에 입국하는 외국인들(에콰도르 체류비자 소지자는 제외)을 대상으로 아포스티유 처리된 범죄경력증명서 제출을 요구하고, 증명서를 제출하지 못하는 경우 에콰도르 입국을 불허한다는 지침을 발표하였습니다.○ 콜롬비아나 페루로부터 육로를 통해 에콰도르에 관광 등 목적으로 무비자로 입국하려는 우리 국민들께서는 아래 내용을 잘 숙지하시어 불필요한 피해나 불편을 겪는 일이 없도록 유의해 주시길 바랍니다.- (법적근거) : 에콰도르 인적이동법 (Ley de Movilidad Humana)- (대상) : 콜롬비아, 페루에서 에콰도르 육로로 입국하는 외국인- (제출 예외) • 에콰도르 체류비자 소지자• 가족과 동반으로 입국하는 미성년자 (만 18세 미만)• 에콰도르 단순 경유자 등- (시행 기간) : 2024.1.13.(토) 부터 비상사태기간 종료(-3.8.(금))시까지- (제출요구 서류) : • 거주국(본국 또는 최근 5년 이상 체류국) 발행의 범죄경력증명서• 아포스티유 및 스페인어 번역 인증 필수• 현재 콜롬비아나 페루에 체류중이며 관광 등 목적으로 무비자로 에콰도르 육로 입국을 계획하고 있는 우리 국민들의 경우 해당국 주재 한국대사관에 범죄경력증명서 발급 관련 문의 요망○ 상기 내용 관련 변동 사항이 생기는 경우 홈페이지, 페이스북 등을 통해 추가 공지할 예정이니 주에콰도르대사관 채널 등을 수시로 확인해 주시기 바랍니다."
46,파푸아뉴기니 대규모 소요사태 발생 등 치안 상황 급격 악화에 따른 신변안전 유의,2024-01-12,"○ 파푸아뉴기니 수도 포트모르즈비에서 군경파업으로 인한 치안 공백을 틈타 대규모 소요사태가 발생하는 등 치안 상황이 급격히 악화되고 있습니다.- 1.10.(수) 군인·경찰이 소득세 인상에 불만을 품고 파업 진행, 동 파업으로 치안 공백이 발생한 가운데 대규모 시위, 폭동, 약탈 등 소요사태로 확대- 수도 포트모르즈비, 제2도시 레이 등 주요 도시 비상사태 선포(14일간)○ 이와 관련하여 향후 정부 발표나 공신력 있는 언론사 보도 등을 지속 확인하시면서 예기치 않은 피해 및 불편을 당하지 않도록 신변안전에 각별히 유의해 주시기 바라며, 야간 외출, 범죄 빈발 지역, 다중 밀집지역 방문을 자제하고 신변안전에 유의하시기 바랍니다.○ 위급사항 발생시나 피해 상황을 인지하게 되실 경우 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 알려주시기 바랍니다.☞ 주파푸아뉴기니대한민국대사관- 근무시간(월~금 08-16시) 중 : 675-321-5822- 근무 외 시간(당직폰) : 675-7394-6778☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 영어 통역 서비스도 무료로 이용 가능"
25,"에콰도르 무장괴한 방송국 난입, 전국 동시다발 공권력 대상 공격 등 치안 상황 급격 악화에 따른 신변안전 유의",2024-01-10,"○ 에콰도르 전역에서 조직범죄단체들의 동시 다발적 테러가 발생하면서 치안 상황이 급격히 악화되고 있습니다.- 1.7.(일) 및 1.9.(화) 범죄조직 수괴들의 연이은 교도소 탈출- 1.8.(월) 오전 마찰라, 로하, 리오밤바, 라타쿵가, 쿠엥카, 암바토 등 전국 교도소 6곳에서 동시 다발적으로 소요사태 발생하여 교도관 억류 중- 1.9.(화) 14시경, 20여명의 중무장 괴한들이 방송국(TC Television)에 난입하여 군경과 대치하다 현재는 진압- 1.8 ~ 9 사이 키토, 과야킬, 쿠엥카, 로하, 로스리오스, 에스메랄다스, 마찰라 등 전국에서 대법원장 자택을 포함하여 경찰서, 주유소, 순찰차 등에 대한 최소 12건의 폭발물 설치 또는 투척과 9건의 차량 방화 발생- 키토, 마찰라, 로스리오스에서 최소 6명의 경찰관이 무장괴한들에 의해 납치- 이러한 치안 악화 상황을 맞아 현재 많은 기업들이 직원들의 안전을 위해 조기 퇴근을 결정하면서 키토 및 과야킬 등 대도시 지역에서 극심한 교통체증이 벌어지는 등 혼란스런 상황이 지속○ 이에 대해 에콰도르 정부는 아래와 같이 대응중에 있습니다.- 1.8.(월) 오후, 전국 통행금지 조치(23시~다음날 새벽 5시), 교도소 주변 1km 이내 지역 모든 보행자와 차량 대상 검문검색, 필요시 도로 폐쇄 등 조치를 포함하는 60일간(1.8-3.8)의 국가비상사태 선포- 1.9.(화) 오후, 22개 조직범죄담체를 테러단체로 지정하고 이들 단체를 대상으로 군의 군사작전 전개 명령- 1.9.(화) 오전, 전국 학교들의 비대면 수업 결정- 1.9.(화) 대통령국에서 정부, 국회, 대법원, 주요국 대사 등이 참석하는 치안관련 긴급 회의 개최하여 대응 조치 협의○ 현재 조직범죄단체들이 공권력 및 일반 시민 등을 대상으로 폭발물 설치, 자동차 방화, 경찰 납치, 방송국 점거 등 동시다발적인 테러 행위를 벌이고 있고 정부 또한 강경 대응 방침을 천명하고 있어 향후 유사한 테러 사례들이 이어질 가능성이 있습니다.○ 이와 관련하여 향후 정부 발표나 공신력 있는 언론사 보도 등을 지속 확인하시면서 예기치 않은 피해 및 불편을 당하지 않도록 신변안전에 각별히 유의해 주시기 바라며, 위급사항 발생시나 피해 상황을 인지하게 되실 경우 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 알려주시기 바랍니다. 아울러 어두워진 후 외출이나 교도소 주변 지역, 범죄 빈발 지역, 다중밀집지역 방문 등을 가급적 삼가해 주시기 바랍니다.☞ 주에콰도르대한민국대사관- 근무시간(월~금 08-17시) 중 : 593-2-352-0874~6- 근무 외 시간(당직폰) : 098-1122-191☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 스페인어 통역 서비스도 무료로 이용 가능"
41,태국 마약 성분 음료 및 제품 섭취 유의 안전공지,2024-01-05,"○ 태국 정부는 2021년 12월부터 마약류 금지 목록에 대마를 제외하고, 2022년 6월 9일부터는 의료용 목적으로 가정 내 대마초 재배·생산·거래 및 식당 시설 등의 대마초 사용 허용하고 있습니다.○ 특히, 태국 현지에서 제조·생산한 대마 성분이 함유된 음료(병 겉면에 한글로 표기·광고) 중에서 ‘니르바나 하이’는 한국 소주와 유사한 병 겉면에 브랜드가 한글로 표기·광고되어 우리국민 등이 소주로 오인하고 구입·섭취할 가능성이 매우 커 각별한 주의가 요구되고 있습니다.- 제품명: Nirvana High(니르바나 하이)- 도수(용량): 0%(320ML)- 병당 소매가: 140바트(한화 약 5,160원 상당)- 비고: 대마 성분이 함유(THC 성분 약 0.2mg 함유)되어 있다는 내용은 태국어로 표기, 대마 잎 그림도 함께 표기※ 한국인의 경우 소주로 오인할 가능성 농후○ 이외에도 상품이나 메뉴에 아래와 같은 내용이 없는지 확인하여 자신도 모르게 대마 성분이 포함된 것을 섭취하는 일이 없도록 각별한 주의를 당부 드립니다.- 대마잎 그림- 성분표시(Cannabis, Marijuana, Weed, Grass, Kan-cha, Kan-chon)﻿﻿"
24,아이슬란드 그린다비크(Grindavik) 지역 화산 징후 관련 안전 공지,2023-11-20,"○ 아이슬란드 기상청(Met)은 레이캬비크 남서쪽으로 42km 떨어진 그린다비크(Grindavik) 지역에서 수일 내 화산 폭발이 일어날 가능성을 경고하였습니다.○ 아이슬란드 경찰 당국은 11월 10일 23시 부로 그린다비크(Grindavik) 지역의 긴급 비상 사태(state of emergency)를 선포하며 그린다비크(Grindavik) 지역의 주민을 대피시키고 그란디비크로 진입하는 도로를 폐쇄하였습니다.○ 현재, 아이슬란드에 체류하고 계시는 우리 국민께서는 아이슬란드 위험지역 방문을 삼가해 주시기 바라며, 실시간 화산 징후 및 진입 통제 구역 등을 반드시 확인하시기 바랍니다. 또한, 아이슬란드 여행을 계획하시는 우리 국민께서는 가급적 여행 일정을 연기, 재조정하시기 바랍니다.○ 화산 발생 시, 우리 국민들께서는 아이슬란드 재난 당국의 안전 수칙을 반드시 따르시기 바랍니다.-아이슬란드 재난 안전 정보 사이트 : http://almannavarnir.is/en-아이슬란드 화산 기후 모니터링 사이트 : https://en.vedur.is/-아이슬란드 안전 여행 정보 사이트 : https://safetravel.is/-아이슬란드 도로 관리청(진입 금지 정보) 사이트 : http://www.road.is/travel-info/road-codition-and-weather○ 노르웨이/아이슬란드 여행 중 우리 국민의 사건‧사고가 발생한 경우, 아래 연락처로 연락하시면 도움을 받을 수 있습니다.- 노르웨이 긴급전화 : 112- 아이슬란드 긴급전화 : 112 로밍시 (+354) 5702-112- 영사콜센터(24시간) : (+82) 2 3210 0404- 주노르웨이대사관(대표전화) : (+47) 2254 7090, 7091- 주노르웨이대사관(사건‧사고 발생 시 긴급 전화) : (+47) 9026 3544"
32,"일본, 대마 유사 성분 함유 젤리 관련 안전공지",2023-11-17,"○ 최근 일본 현지 언론에 의하면, '대마 유사 성분(HHCH) 젤리'를 먹고 신체 이상을 호소하는 사례가 잇따르고 있습니다. 보도에 따르면, 해당 젤리를 구매 또는 타인의 권유로 먹은 후, 몸의 마비 및 메스꺼움, 통증을 느낀 사람들로부터 119 신고가 다수 접수되었습니다.※ ▲오사카▲도쿄도 고가네이시 무사시노 공원 축제 현장▲도쿄 이타바시구▲도쿄 스미다구 오시아게역○ 해당 젤리는 오사카의 한 회사가 제조한 것으로, 포장 겉면에 'HHCH*'(헥사하이드로칸나비헥솔)'이라고 쓰여있는 제품입니다. (이미지 별첨)* HHCH는 대마의 주요 성분과 비슷하게 만들어진 합성물질로, 현재는 당국의 규제 대상이 아니나, 향후 인체 악영향이 확인되면 규제될 수 있는 것으로 알려짐○ 현재도 해당 젤리가 일본 내에서 유통 중인 점을 감안, 우리 국민들께서는 일본 방문 중 이를 구매하거나, 타인의 권유로 해당 젤리를 먹는 일이 발생하지 않도록 각별히 주의하시기 바랍니다."
1,그리스 대규모 시위(11.17.) 관련 신변안전 유의 당부,2023-11-15,"○ 11.17.(금) 그리스 전역에서 반독재 학생봉기(1973) 50주년을 기념하는 연례 대규모 시위가 예정되어 있습니다.○ 아테네에서 수만명의 시위대가 국립 아테네공과대학(1973년 당시 대학생 봉기 진원지)에서 미국 대사관까지 행진할 예정이며, 경찰 인력이 시위 현장에 배치되어 시위대의 폭력 행위를 집중 단속할 예정입니다.○ 동 시위로 인하여 일부 구간 교통이 통제되고 버스, 트롤리, 트램이 기존 노선과 다르게 운행될 수 있으니 이 점 유의하시기 바랍니다.※︎ 11.17.(금) 14:00 일부 지하철역(Monastiraki, Megaro Mussikis, Syntagma, Panepistimio)이 폐쇄되고 무정차 통과 예정○ 대규모 시위가 예정된 11.17.(금) 13:00부터 시내 중심가 및 다중밀집지역 방문 자제를 권고합니다. 긴급한 상황 발생 시 아래 연락처로 연락주시기 바랍니다.☞ 영사콜센터(서울, 24시간): +82-2-3210-0404☞ 주 그리스 대한민국 대사관- 대표전화(근무시간 중) : +30-210-698-4080- 긴급전화(근무시간 외) : +30-694-611-7098☞ 그리스 통합 긴급전화 112 / 경찰 100 / 화재 199 / 관광경찰(외국인 비상전화, 영어)1571 / 앰뷸런스 166"
33,코로나19 관련 각국의 해외입국자에 대한 입국제한 조치 실시 국가(지역) (10.31.09:00),2023-10-31,"★붙임의 조치 현황은 국민들의 편의를 위하여 정보 제공 차원에서 참고로 작성된 것임을 알려드립니다. 보다 상세한 정보 확인을 위해서는방문하시려는 국가/지역 정부의 공식 홈페이지또는해당 지역 관할 우리 재외공관 홈페이지등을 필수적으로 참고하시기 바랍니다.★○ 코로나19와 관련하여 해외입국자에 대한 입국제한 조치를 실시하고 있는 국가(지역)를 붙임과 같이 안내합니다.○ 2022.7.1부터 유럽연합과의 코로나 19 증명서 상호인정 합의에 따라 COOV 앱 증명서는 유럽연합 27개 회원국과 노르웨이, 리히텐슈타인, 스위스, 아이슬란드 등 총 31개국에서 유럽연합 디지털코로나증명서(EU DCC)와 동등하게 취급※ 입국이 허용되는 조건을 갖추더라도각국의 입국(국경)을 관리하는 실무자의 판단에 따라 입국이 거절되는 경우가 생길 수 있습니다.※ 붙임: 코로나 19 확산 관련 각국의 해외입국자에 대한 조치 현황(10월 31일09:00 현재)"
49,필리핀 따가이따이 따알(TAAL) 화산 스모그 및 지진 활동 관련 안전공지,2023-10-13,"○ 2023.10.12.(목) 18:00 필리핀 지진화산연구소에서는 따알 화산에서 화산 스모그인 화산가스(SO2)이 하루 9,762톤 배출되어 2023년 하루 최대치를 기록하였다고 발표했습니다.(기존 한달 평균 3,402톤/일)○ 스모그는 SO2와 같은 화산가스가 포함된 미세물방울로 구성되어있으며 가스농도와 노출기간에 따라 눈, 목, 호흡기에 심한 자극을 줄 수 있습니다.○ 상기 지역을 방문하시는 국민들께서는 외부활동을 자제하시고, 환기를 위해 문, 창문을 열지 않는 등 스모그에 대한 노출을 제한하시고, 불가피하게 외출을 하시는 경우에는 마스크를 착용하고 많은 양의 물을 마시기 바랍니다.* 특히 천식, 폐 및 심장 질환과 같은 질환이 있는 사람, 노인, 임산부, 어린이는 주의○ 또한, 2023.10.13.(금) 08:24경 바탕가스 지역에서 M 5.0규모의 지진이 발생하였습니다. 향후 여진등이 발생할 수 있으므로 상기 지역을 방문하시는 국민들께서는 지진 상황에 유의하시기 바랍니다.○ 국민 여러분께서는 따알 화산의 분화 활동 및 지진 상황 관련 현지 뉴스 등을 통해 진행 사항을 잘 파악하시고, 신변 안전에 특히 유의하시기 바라며, 특이사항 발생시 아래 긴급전화로 연락 바랍니다.필리핀 지진화산연구소 홈페이지 (www.phivolcs.dost.gov.ph)- 대사관 : 0917-817-5703- 세부분관 : 0917-808-3907- 영사콜센터 : +82-2-3210-0404"
31,가자지구발 대규모 로켓 공격과 침투 테러 공격 관련 긴급 안전 공지,2023-10-07,"○ 10.7.(토) 오전부터 가자지구발 대규모 로켓 공격이 이스라엘 남부(스데롯(Sderot), 아쉬켈론 등), 중부(텔아비브, 헤르츨리야, 네탄야 등) 및 예루살렘 지역을 향해 이루어지고 있으며, 가자지구 인근 이스라엘 남부 지역에 테러범들이 침투해 총격전이 발생하고 있는 상황입니다.- 상기 로켓 공격으로 아쉬돗 인근 지역 거주민 1명이 사망하고 최소 15명이 부상- 이스라엘군은 가자지구 인근 남부 지역 거주민들이 대피시설 인근에 대기하도록 안내하고 가자지구에 공습을 실시하는 등 무력 대응을 시작하면서 전시준비태세를 발표○ 우리 동포와 여행객께서는 상기 상황을 감안하셔서 아래와 같은 점들에 특히 유의해 주실 것을 부탁드립니다.- 로켓공격 경보 발생시 신속히 인접 건물 안이나 공공 대피소, 실내 대피소로 이동하고, 창문 등 유리 파편 및 로켓 파편에 노출될 가능성이 높은 곳으로부터 멀리 떨어지는 등 신변안전에 유의- 예루살렘 올드시티(구시가지)와 올리브산(Olive Mountain)을 포함한 팔레스타인 주민 거주지와 레바논 국경과 인접한 갈릴리 북부지역 방문 자제 및 부득이한 경우에도 다마스커스 게이트와 라이온 게이트 등은 이용 자제- 야간에(늦은 오후부터) 필수 불가결한 이동을 제외하고는 도보로 이동하는 것과 다중밀집 지역 방문 자제- 테러 주요 대상이 되는 유대 종교인 운집 장소 및 아랍 청년 운집 장소(무슬림 예배 시간의 올드시티 포함) 방문 자제- 가급적 대중교통, 다중밀집시설 이용을 자제하고, 의심되는 물건(주인 없이 놓여 있는 가방 등)을 발견하면 그 장소를 신속히 벗어나는 등 신변안전에 각별히 주의- 제닌, 나블루스, 여리고 등 서안지구 및 라말라, 베들레헴, 헤브론, 동예루살렘 지역 안전 특별 유의 및 방문 자제- 특히, 양측간 충돌이 심화되고 있는 스데롯을 비롯한 남부지역은 매우 위험한 상황이니 여타 지역으로 신속히 대피 필요○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사콜센터로 연락하여 도움을 받으시기 바랍니다.- 주이스라엘 대사관 긴급연락처 : 972-50-528-8345- 영사콜센터 : 82-2-3210-0404- 안전 공지 단톡방(카카오톡 오픈 채팅방) 이름: 이스라엘 안전정보 공지방"
33,유대교 명절 기간 관련 재외국민 안전 공지,2023-09-22,"○ 최근 반유대 · 반이스라엘 테러 시도가 지속되고, 코로나 이후 극우세력의 유대인 혐오가 확산되므로, 유대인 명절 기간 중 다수의 유대인들이 모이는 특정 종교시설 등을 중심으로 테러 발생의 가능성이 높을 것으로 보입니다.※ 유대교 명절 세부 일자- 속죄일 (Yom Kippur) : 9.24. ~ 9.25.- 수확축제 (Succot) : 9.29. ~ 10.8.○ 해외에 체류 중인 우리 국민들께서는 다음 사항을 유념해 주시기 바랍니다.- 이스라엘 및 유대교 관련 시설 출입 자제- 유대인들이 출입이 많은 공항·항구 이용시 안전 유의- 해외안전여행·각 공관 홈페이지 등 안전 관련 뉴스 수시 모니터링○ 테러 등 안전 관련 사건·사고시 체류 지역 우리 대사관 및 영사콜센터로 즉시 연락해주시기 바랍니다.- 외교부 영사콜센터 :  +82-2-3210-0404"
12,(신변안전유의 당부) 모르는 사람의 과한 친절에 대한 주의 요망,2023-09-21,"○ 최근 멕시코를 여행하던 우리국민이 바(Bar), 식당, 호텔 등지에서 신원불상의 인물이 건네준 음료를 마신 뒤 정신을 잃고 쓰러져 소지품을 모두 강탈당하는 사례가 3 차례 발생하였는 바, 우리 국민께서는 아래 상황을 참고하시어 신변안전에 각별히 유의하시길 당부드립니다.[사례1]- 멕시코시티 센트로 지역의 저가호텔에 투숙중 중남미 이민자 부부가 건네준 맥주를 마신 뒤 정신을 잃음. 현금, 케리어 등 소지품 모두 도난[사례2]- 소칼로광장 독립기념일 행사 참관 뒤, 당일 새벽 알라메다 공원 인근에서 지하철 개시를 기다리던중 중년 여성이 건네준 음료를 마신 뒤 정신을 잃고 쓰러짐. 심한 폭행을 당한 뒤 소지품 모두 강탈(강도들은 한국 신용카드 500만원 상당 사용)[사례3]- 소나로사(한인타운) 길을 걷던중, 신원불상의 인물들이 웃에 케찹 등 이물질을 묻힌 후 도와주겠다며 접근, 정신이 없는 틈을 타 지갑, 휴대폰을 강탈하고 도주○ 상기 사례와 같이 독립기념일 등 축제분위기에서 외국인을 노리는 범죄가 잇다라 발생하고 있는 바, 모르는 사람의 과한 친절, 접근은 항상 경계하시길 당부드립니다. (예, 택시기사가 건네주는 음료, 사탕 등도 사양)○ 아울러, 망자의 날(11.2) 퍼레이드 등 많은 인파가 몰리는 행사장에서도 소지품 도난, 신변안전에 주의하시기 바랍니다.○ 사건사고 발생시 주멕시코 대한민국 대사관 긴급전화(+52 55 8581 2808) 또는 영사콜센터(+82-2-3210-0404)로 즉시 연락주시기 바라며, 사전에 행선지, 연락처 등을 지인 및 가족들에게 꼭 공유하시기 바랍니다."
34,항저우 아시안게임 방문안내자료 및 해외안전여행 가이드북,2023-09-19,○2022 제19회 항저우 아시안게임 관련 방문안내자료 및 해외안전여행 가이드북을 게시하오니 참고하시기 바랍니다.
미지정,뎅기열 확산 관련 안전 공지,2023-09-01,"○ 최근 동남아 및 서남아, 남미 지역을 중심으로 뎅기열이 유행함에 따라, 해당 지역 방문 예정인 우리 국민들께서는 아래 예방수칙 및 안내사항을 숙지하시기 바랍니다.○ (발생 현황) 올해 8월 23일 기준, 전 세계 70여 개 국가에서 약 370만 명 이상의 뎅기열 환자가 발생하였으며, 약 2천 명이 사망하였습니다.- 이례적인 강수량 증가로 고온다습하여, 매개모기 밀도가 증가함에 따라 동남아(필리핀, 말레이시아, 인도네시아, 태국, 베트남 등) 및 서남아(방글라데시, 인도 등) 지역에서 환자와 사망자 급증○ (유의점) 뎅기열은 총 4개의 혈청형이 있으며, 재감염 때 다른 혈청형에 감염되면 치명률이 급격히 높아지므로, 기존에 뎅기열 감염력이 있거나, 유행지역에 자주 방문하는 우리 국민은 각별한 주의가 요구됩니다.※ 최근 방글라데시에서 뎅기열로 사망한 우리 국민은 방글라데시, 아프리카를 자주 방문○ (증상 일반) 뎅기열은 뎅기 바이러스에 감염된 매개모기에 물려 감염되며, 5~7일의 잠복기 후 발열, 두통, 오한, 근육통 등 증상이 나타납니다.﻿○ (예방) 뎅기열은 아직까지 효과적인 백신이나 치료제가 없어, 모기물림 방지 등 예방이 매우 중요합니다. ▲모기 퇴치용품(모기 퇴치제, 모기장 등)을 준비하고 ▲외출 시, 밝은색의 긴 옷 착용 ▲3~4시간 간격으로 모기 퇴치제 사용 등을 통해 모기에 물리지 않는 것이 중요합니다.○ (증상 발현시) 해외 체류 중인 우리 국민 중 위 뎅기열 증상이 있을 경우, 즉시 의료기관에 내원하여 치료를 받으시기 바랍니다. 한국 입국 시, 현지에서 모기에 물린 기억이 있거나, 발열 등 의심 증상이 있는 경우 주요 공항 및 항만의 국립검역소*에서 신속 검사를 받으시기 바랍니다.* (공항) 인천, 김해, 청주, 무안, 대구 / (항만) 부산, 평택, 군산, 목포, 여수, 포항, 울산, 마산- 7~11월까지 무료로 뎅기열 신속진단 실시(참고자료)1. 검역단계 뎅기열 신속진단검사 안내문2. 뎅기열 국외 발생 현황3. 뎅기열 예방 포스터"
7,덴마크내 코란 훼손 사건 관련 안전공지,2023-08-21,"○ 최근 덴마크 및 스웨덴에서 반이슬람 성향의 단체 등에 의한 이슬람경전 '코란' 훼손 시위가 발생하여 대내외적 갈등을 빚고 있으며 이에 따라 안전상 유의 필요성이 제기되고 있습니다.※ 7월말 덴마크 코펜하겐 주재 이라크대사관, 이란대사관, 터키대사관 인근에서 반이슬람 성향 단체에 의한 코란 소각 시위가 연이어 발생한 바 있으며, 최근 무장세력 알카에다는 이슬람 교도들이 덴마크와 스웨덴에 대한 보복에 나설 것을 촉구함○ 이와 관련 하여, 덴마크를 방문하시거나 거주중이신 우리 국민들께서는 아래 사항에 대해 주의해 주실 것을 당부드립니다.- 반이슬람단체 또는 이슬람단체의 시위 등 집회,시위 현장 접근 자제- 공공장소에서 종교 관련 도발적 언사나 행동 자제- 대사관 홈페이지 공지 등 안전 관련 뉴스 모니터링○ 아울러, 긴급상황 발생시 아래 연락정보를 참고하시기 바랍니다.- 덴마크 경찰: 112 (또는 114)- 주덴마크대사관 긴급전화: +45-2521-7461 (24시간)- 외교부 영사콜센터: +82-2-3210-0404 (유료, 24시간)- 해외 여행 방문시, ""영사콜센터 무료전화""앱을 스마트폰에 미리 설치하시면, 무료 전화가 가능합니다."
